Column 9,시즌,파트,챕터,제목,메인 플롯 (성공/성장),서브플롯 1 (내적: 관계/결함),서브플롯 2 (외적: 가문/각성),아이템 / 기술 / 마법
CCB,C,C,B,불꽃의 추락,해킹당한 발사체가 퀀텀 본사를 향해 낙하.,절망적인 상황에서 소피아의 계산과 해커팀의 방어.,물리적 충돌까지 남은 시간은 단 3분.,-
CCC,C,C,C,합창의 지휘자,시우가 '영혼 공명'으로 관제팀의 정신을 하나로 연결.,초인적인 집중력으로 궤도를 수정해 바다로 유도.,시우의 능력이 물리적 현상에 간섭할 수 있음을 확인.,영혼 공명 (증폭)
CCD,C,C,D,재앙의 씨앗,추락은 막았으나 퀀텀이 '위험 세력'으로 낙인찍힘.,여론이 반전되며 퀀텀 그룹 퇴출 시위 발생.,적들의 프레임 전쟁에 속수무책으로 당함.,-
CCE,C,C,E,고립된 섬,정부와 여론의 압박으로 퀀텀 그룹 영업 정지 위기.,지현과 소영이 시우 곁을 지키며 버팀목이 됨.,시우가 이 싸움이 '영혼의 전쟁'임을 확신.,-
CDA,C,D,A,가문의 진실,유럽에서 찍힌 '불안의 표식'과 아버지 책의 문양 대조.,두 문양이 동일함을 확인하고 전율.,아버지가 미친 게 아니라 싸우고 있었음을 깨달음.,회오리 문양 책
CDB,C,D,B,프뉴마 스티그마,채수연의 병이 '불안의 표식'에 의한 영혼 상처임을 규명.,외부의 공격이 아닌 시우 가문의 업보였음을 인지.,시우의 죄책감이 극에 달해 영혼이 붕괴 위기.,-
CDC,C,D,C,에덴의 실패,최첨단 의료 기술로도 수연의 영혼 상처는 치료 불가.,지구에는 영혼을 치료할 '마나'와 '지식'이 없음.,소피아가 아에테르누스의 '조화 마법'만이 유일한 해답이라 조언.,에덴 (Eden)
CDD,C,D,D,동반자들의 방패,붕괴하려는 시우를 지현,여름,소영이 감싸 안음.,동료들의 온기로 시우가 가까스로 이성을 되찾음.
CDE,C,D,E,결단,모든 비극을 끝내기 위해 아에테르누스로 가기로 결심.,"지현에게 ""반드시 돌아오겠다""고 약속하며 작별.",육체를 에덴에 봉인하고 영혼만 차원을 넘음.,[차원 이동]
DAA,D,A,A,이방인의 눈,아에테르누스 소년 '리노'의 몸에서 깨어난 시우.,마나가 공기처럼 흐르는 세계의 경이로움 체험.,소피아(실체화)가 기억을 잃은 채 시우와 재회.,-
DAB,D,A,B,마나 감응,지구인으로서 둔감했던 마나를 느끼기 위한 혹독한 훈련.,리노를 돌보는 시우의 따뜻한 인간성 회복.,이 세계의 주류 길드들의 횡포 목격.,[마나 감응]
DAC,D,A,C,드래곤 산맥,마나의 흐름이 왜곡된 산맥에서 고대 드래곤 '발라카스' 조우.,드래곤이 에우리노메를 연모해 유물을 제작했음을 알게 됨.,유물들이 단순 무기가 아닌 '영혼 수술 도구'임을 인지.,-
DAD,D,A,D,불변의 원리,드래곤으로부터 물질 정보를 영혼에 각인하는 비기 전수.,시우가 마나를 계산이 아닌 '공명'으로 다루기 시작함.,[불변의 원리] 습득.,[불변의 원리]
DAE,D,A,E,관리자의 진실,에우리노메가 7번째 유물(보물상자)에 살아있음을 확인.,그녀가 루시우스의 악행을 방관했던 이유(데이터 수집)를 들음.,시우가 그녀와 다른 길(개입과 치유)을 가기로 결심.,발라카스의 역린
DBA,D,B,A,멸망의 성소,소피아가 과거 대마법사 시절 실패했던 실험실 도착.,소피아의 가장 깊은 트라우마와 직면.,실험실에 남겨진 '영혼 독'과 멘티랍토르의 흔적.,-
DBB,D,B,B,죄책감의 괴수,소피아의 죄책감이 마나와 결합해 만들어낸 환영 괴수들.,시우가 소피아의 오만을 꾸짖고 그녀를 품음.,소피아의 영혼 숙제(가치의 근원) 해결의 시작.,-
DBC,D,B,C,조화의 손길,"시우, 공명으로 소피아의 찢어진 영혼을 직접 어루만져 치유.",둘의 관계가 계약 관계를 넘어선 영혼의 융합으로.,[조화 (Harmony)] 단계의 실마리 포착.,[조화의 빛]
DBD,D,B,D,지혜의 완성,마법은 지배가 아닌 '연결'임을 깨닫는 소피아의 각성.,소피아가 시우에게 대마법사로서의 모든 권능을 양도.,멘티랍토르(이세계의 OU) 군단의 전면 습격.,-
DBE,D,B,E,연결의 힘,시우와 소피아가 하나로 공명하며 멘티랍토르 선봉 궤멸.,고립된 천재가 아닌 '연결된 파트너'로서의 힘 증명.,비주류 마법사들이 그들의 빛을 보고 모여듦.,-
DCA,D,C,A,프로메테우스,소외된 마법사들을 규합하여 '프로메테우스 연합' 창설.,지식 독점을 타파하고 마법 평등을 선언.,주류 길드와 멘티랍토르가 연합을 위협.,-
DCB,D,C,B,브레인넷 가동,수백 명의 마법사를 하나로 묶는 브레인넷 프로토타입.,개인의 한계를 넘어선 집단 지성의 힘 발현.,시우가 거대한 오케스트라를 지휘하는 신격으로 묘사.,[브레인넷 (Aeturnus)]
DCC,D,C,C,영혼 약탈자,멘티랍토르가 보낸 암살자들이 연합의 거점 습격.,브레인넷을 통한 실시간 정보 공유로 암살자들 격퇴.,연합원들이 시우를 진정한 리더로 추대.,-
DCD,D,C,D,화음의 반격,적들의 정신 공격을 조화로운 합창으로 상쇄.,시우가 파괴가 아닌 '재배열'의 쾌감을 깨달음.,전쟁의 판도가 연합 쪽으로 기울기 시작.,-
DCE,D,C,E,조화의 경지,영혼 마법 제2단계 [조화] 마스터. 세계의 주파수 장악.,리노의 육체를 시우의 영혼이 완벽하게 통제 및 재구성.,아에테르누스 전역에 '균형의 계승자' 전설 전파.,[조화 (Harmony)]
DDA,D,D,A,군주의 부활,멘티랍토르 군주가 에우리노메의 유적을 점거하고 총공세.,그의 마법이 지구의 '뒤틀린 에너지'와 동일함 확인.,시우가 그를 정화해야만 지구로 갈 수 있음을 직감.,-
DDB,D,D,B,차원 간 공명,군주가 채수연의 영혼(프뉴마 스티그마)을 매개로 지구 공격 시도.,지구의 지현과 여름이 시우의 고통을 느끼고 기도함.,시차와 차원을 넘은 응원.,-
DDC,D,D,C,조화의 검,시우가 군주의 타락한 영혼을 '조화' 마법으로 정화.,파괴하지 않고 치유하여 적을 무력화.,군주가 소멸 직전 루시우스 모르가나의 약점 발설.,-
DDD,D,D,D,관리자 권한,에우리노메 유적에서 지구의 유물들을 제어할 '권한(Key)' 획득.,유물 회수를 위한 하드웨어적 지식 완비.,지구로 돌아갈 준비 완료.,[관리자 권한 (Key)]
DDE,D,D,E,대륙의 영웅,아에테르누스에 평화를 가져온 영웅으로 칭송받음.,하지만 시우의 마음은 지구의 가족들에게 향함.,소피아와 함께 귀환의 주문을 외움.,-
DEA,D,E,A,귀환의 문,파괴된 차원 관문을 시우의 조화 마법으로 실시간 수리.,소피아와 시우의 마지막 아에테르누스에서의 대화.,지구의 '에덴' 시설과 동기화되어 열리는 문.,[포털 (Portal)]
DEB,D,E,B,눈을 뜨다,에덴의 캡슐에서 시우가 눈을 뜸. 1년이 지난 지구.,지현과 동료들의 눈물 어린 환영. 시우의 깊은 포옹.,루시우스 모르가나가 시우의 생존을 감지하고 전율.,[영혼 복귀]
DEC,D,E,C,프뉴마 치유,돌아온 시우가 '조화' 마법으로 수연의 의식을 깨우고 흉터 정화.,수연이 처음으로 눈을 뜨고 시우의 이름을 부름.,가문의 저주가 찬란한 빛으로 승화됨.,[승화된 항체]
DED,D,E,D,치유사의 탄생,수연이 타인의 영혼 결함을 감지하는 **[영혼 치유사]**로 등극.,"시우와 수연, 지현의 묘하고 성숙한 관계 정립.",적들의 다음 공격에 대비해 전열 정비.,[영혼 치유사]
DEE,D,E,E,완전한 파밀리아,시우를 중심으로 뭉친 동료들이 진정한 가족이 된 순간.,시우의 '관계 회피' 결함이 마침내 완치됨.,최종 전쟁(유물 회수)을 위한 퀀텀의 비상 소집.,-
EAA,E,A,A,기적의 귀환,시우의 부활과 동시에 판교 퀀텀 본사의 모든 시스템 풀가동.,소피아가 업그레이드된 '에세나 마법'으로 적들 탐지.,전 세계에 숨겨진 유물들의 위치 좌표 특정.,[에세나 탐지]
EAB,E,A,B,성소의 문,이스라엘 '수호의 목걸이' 회수 작전. 닫힌 성소 앞 도착.,수호자들이 김시우를 거부하며 강력한 결계 작동.,OA 요원들이 물리적 충돌 없이 대기.,-
EAC,E,A,C,슬픔의 공명,시우가 힘이 아닌 '공명'으로 수호자들의 천년 슬픔 위로.,결계가 해제되고 수호자들이 눈물로 유물 헌납.,유대인의 영혼 숙제를 풀어주며 첫 번째 유물 획득.,[수호의 목걸이]
EAD,E,A,D,광전사의 포효,영국 '강화의 팔찌' 회수. 왕실 비밀 요원(광전사)과의 대결.,팔찌의 부작용으로 폭주하는 적을 '조화'로 제압.,분노를 잠재우고 이성을 찾아주며 유물 획득.,[강화의 팔찌]
EAE,E,A,E,두 개의 심장,미국에 있는 '홀'과 '삼지창'이 가장 큰 난관임을 확인.,월스트리트(금융)와 Area 51(군사) 동시 타격 계획.,OA의 전 병력이 투입되는 최대 규모 작전.,-
EBA,E,B,A,탐욕의 미로,뉴욕 연준 지하 금고 잠입. 금융 카르텔의 정신 공격.,시우가 탐욕의 파동을 역이용해 금고 문을 텄.,홀을 손에 넣고 금융 시스템을 정화.,[감응의 홀]
EBB,E,B,B,파괴의 요새,Area 51 침투. 삼지창을 지키는 군부의 무자비한 화력.,홀의 에너지를 이용해 삼지창의 공격 무력화.,기지 자폭을 막아내고 삼지창 회수.,[파괴의 삼지창]
EBC,E,B,C,사막의 신기루,쿠웨이트 박물관에 숨겨진 '탐색의 수정구' 추적.,OU 잔당들과의 치열한 사막 추격전.,OA 요원들의 희생과 활약으로 수정구 확보.,[탐색의 수정구]
EBD,E,B,D,마지막 조각,5개의 유물을 모으자 마지막 '왕관'의 위치가 활성화.,위치는 북한 개성. 가문의 비극이 시작된 곳.,남북 관계의 긴장 속에서 은밀한 침투 준비.,-
EBE,E,B,E,안개의 관문,OA 정예팀과 시우의 극비 방북 및 임진강 도하.,시우의 긴장을 풀어주는 수연의 무의식적 공명.,개성 공단 지하 터널을 통한 이동.,-
ECA,E,C,A,폐사찰의 침묵,"가문의 책에 기록된 좌표, 안개 속에 숨겨진 사찰 도착.",아버지 김현태가 왜 이곳에 유물을 숨겼는지 깨달음.,사찰 주변에 설치된 루시우스의 마법적 지뢰들.,-
ECB,E,C,B,개성 작전: 왕관,저주받은 함을 열고 **[지배의 왕관]**을 손에 넣음.,함을 여는 순간 시우의 정신이 과거 가문의 사투로 빙의.,증조부 김동진의 영혼 잔상과 대면.,[지배의 왕관]
ECC,E,C,C,아버지의 눈물,왕관을 통해 아버지 김현태의 고통과 사랑을 체험.,원망이 이해와 연민으로 바뀌며 아버지를 용서.,"영혼 숙제 ""세상은 왜 불공평한가"" 해결.",-
ECD,E,C,D,승화,용서와 이해를 통해 영혼 마법 최종 단계 [승화] 도달.,왕관에 새겨진 '불안의 표식'을 빛으로 태워버림.,가문의 저주가 완전히 소멸.,[승화 (Sublimation)]
ECE,E,C,E,탈출의 항로,OA의 지원 사격과 린샤오밍의 엄호로 기적적인 남귀.,시우를 안으며 오열하는 지현.,모든 유물이 모이자 최종 보스전의 막이 오름.,-
EDA,E,D,A,최후의 비극,모르가나가 전 세계 SNS를 해킹해 절망의 주파수 송출.,전 인류가 이유 없는 우울과 광기에 빠지는 위기.,수연과 지현이 뉴스비트를 통해 희망의 메시지 전파.,-
EDB,E,D,B,LA 결전,"로스앤젤레스 상공, 모르가나와 시우의 최종 영혼 대결.","시우, 모르가나의 고독 속에서 자신의 과거를 봄.",모르가나의 '불편한 동행' vs 시우의 '조화로운 합창'.,-
EDC,E,D,C,소리의 주인,[승화] 단계 도달. 모든 소음을 지워버리는 화음의 노래.,모르가나의 저주를 시우가 '이해'와 '연민'으로 덮음.,적의 영혼을 양자 단위로 분해하여 정화하는 마법.,[소리의 주인]
EDD,E,D,D,자비로운 소멸,모르가나의 악업을 씻어내고 그를 윤회의 길로 인도함.,너도 이제 편히 쉬어라. 시우의 자비로운 대사.,수천 년을 이어온 그림자 전쟁의 실질적인 종결.,-
EDE,E,D,E,심해의 성소,유물들이 공명하며 태평양 심해의 '보물상자' 위치 가리킴.,퀀텀 잠수정을 타고 아틀란티스 유적 입성.,성소 중앙에서 빛나는 보물상자 발견.,[보물상자]
EEA,E,E,A,고독의 거울,보물상자에서 깨어난 에우리노메와 대면.,그녀가 소피아의 '고립된 미래'였음을 깨달음.,연결 없는 완벽은 감옥일 뿐입니다. 시우의 일침.,-
EEB,E,E,B,용의 눈물,발라카스의 역린을 보여주며 사랑과 기다림을 전함.,에우리노메가 자신의 오만을 깨닫고 눈물을 흘림.,그녀가 관리자 권한을 시우에게 넘기고 윤회 선택.,[루트 계정]
EEC,E,E,C,소울넷 런칭,유물 시스템을 '통제'에서 '지원'으로 재설계.,전 인류의 영혼이 안전하게 연결되는 [소울넷] 가동.,"더 이상 고독사도, 깊은 우울도 없는 새로운 시대.",[소울넷 (SoulNet)]
EED,E,E,D,새로운 가족,"시우, 수연, 지현, 소피아, 린샤오밍이 함께 사는 평화.",혈연을 넘어선 진정한 의미의 '가족 공동체' 완성.,시우가 마침내 '관계' 속에서 완전한 행복을 찾음.,-
EEE,E,E,E,세계의 조율,멀리서 들려오는 인류의 평화로운 공명을 들으며 미소 짓는 시우.,"들리니, 소피아? 세상이 아름답게 노래하고 있어.",장대한 이야기의 완벽한 피날레.,--- END OF FILE QS-Grid ---
EEB,E,E,B,소울넷 런칭,전 인류의 영혼이 안전하게 연결되는 [소울넷] 공식 가동.,"더 이상 고독사도, 깊은 우울도 없는 새로운 시대.",시우의 항체 에센스가 네트워크의 보안 항체가 됨.,[소울넷 (SoulNet)]
EEC,E,E,C,새로운 가족,"시우, 수연, 지현, 소피아, 린샤오밍이 함께 사는 평화.",혈연을 넘어선 진정한 의미의 '가족 공동체' 완성.,시우가 마침내 '관계' 속에서 완전한 행복을 찾음.,-
EED,E,E,D,지휘봉을 내려놓다,"지현에게 회장직을, 수연에게 치유 센터를 맡기고 은퇴.",평범한 한옥집(본가)에서 위빠사나 명상을 하는 시우.,다음 세대의 리더들이 세상을 조율하는 모습 흐뭇하게 관찰.,-
EEE,E,E,E,세계의 조율,멀리서 들려오는 인류의 평화로운 공명을 들으며 미소 짓는 시우.,"들리니, 소피아? 세상이 아름답게 노래하고 있어.",장대한 이야기의 완벽한 피날레.,-